data_structure,version_id,seq_no,comp_no,table_id,modification,length_old,min_length,max_length,conf_length,req_opt
CE_0451,5,5,7,0,O,,,,,
CE_0451,5,6,8,0,O,,,,,
CE_0452,5,1,391,452,O,,,,,
CE_0452,5,2,4,0,O,,,,,
CE_0452,5,3,5,0,O,,,,,
CE_0452,5,4,6,0,O,,,,,
CE_0452,5,5,7,0,O,,,,,
CE_0452,5,6,8,0,O,,,,,
CE_0453,5,1,391,453,O,,,,,
CE_0453,5,2,4,0,O,,,,,
CE_0453,5,3,5,0,O,,,,,
CE_0453,5,4,6,0,O,,,,,
CE_0453,5,5,7,0,O,,,,,
CE_0453,5,6,8,0,O,,,,,
CE_0454,5,1,391,454,O,,,,,
CE_0454,5,2,4,0,O,,,,,
CE_0454,5,3,5,0,O,,,,,
CE_0454,5,4,6,0,O,,,,,
CE_0454,5,5,7,0,O,,,,,
CE_0454,5,6,8,0,O,,,,,
CE_0461,5,1,391,461,O,,,,,
CE_0461,5,2,4,0,O,,,,,
CE_0461,5,3,5,0,O,,,,,
CE_0461,5,4,6,0,O,,,,,
CE_0461,5,5,7,0,O,,,,,
CE_0461,5,6,8,0,O,,,,,
CE_0462,5,1,391,462,O,,,,,
CE_0462,5,2,4,0,O,,,,,
CE_0462,5,3,5,0,O,,,,,
CE_0462,5,4,6,0,O,,,,,
CE_0462,5,5,7,0,O,,,,,
CE_0462,5,6,8,0,O,,,,,
CE_0463,5,1,391,463,O,,,,,
CE_0463,5,2,4,0,O,,,,,
CE_0463,5,3,5,0,O,,,,,
CE_0463,5,4,6,0,O,,,,,
CE_0463,5,5,7,0,O,,,,,
CE_0463,5,6,8,0,O,,,,,
CE_0464,5,1,391,464,O,,,,,
CE_0464,5,2,4,0,O,,,,,
CE_0464,5,3,5,0,O,,,,,
CE_0464,5,4,6,0,O,,,,,
CE_0464,5,5,7,0,O,,,,,
CE_0464,5,6,8,0,O,,,,,
CE_0466,5,1,391,466,O,,,,,
CE_0466,5,2,4,0,O,,,,,
CE_0466,5,3,5,0,O,,,,,
CE_0466,5,4,6,0,O,,,,,
CE_0466,5,5,7,0,O,,,,,
CE_0466,5,6,8,0,O,,,,,
CE_0471,5,1,391,471,O,,,,,
CE_0471,5,2,4,0,O,,,,,
CE_0471,5,3,5,0,O,,,,,
CE_0471,5,4,6,0,O,,,,,
CE_0471,5,5,7,0,O,,,,,
CE_0471,5,6,8,0,O,,,,,
CE_0474,5,1,391,474,O,,,,,
CE_0474,5,2,4,0,O,,,,,
CE_0474,5,3,5,0,O,,,,,
CE_0474,5,4,6,0,O,,,,,
CE_0474,5,5,7,0,O,,,,,
CE_0474,5,6,8,0,O,,,,,
CF,3,1,3,0,O,,,,,
CF,3,2,294,0,O,,,,,
CF,3,3,5,0,O,,,,,
CF,3,4,6,0,O,,,,,
CF,3,5,295,0,O,,,,,
CF,3,6,8,0,O,,,,,
CF,4,1,3,0,O,,,,,
CF,4,2,294,0,O,,,,,
CF,4,3,5,0,O,,,,,
CF,4,4,6,0,O,,,,,
CF,4,5,295,0,O,,,,,
CF,4,6,8,0,O,,,,,
CF,5,1,3,0,O,,,,,
CF,5,2,294,0,O,,,,,
CF,5,3,5,0,O,,,,,
CF,5,4,441,0,O,,,,,
CF,5,5,295,0,O,,,,,
CF,5,6,8,0,O,,,,,
CF,6,1,29,0,O,20,,20,,O
CF,6,2,30,0,O,65536,,65536,,O
CF,6,3,31,396,O,20,,20,,O
CF,6,4,32,0,O,20,,20,,O
CF,6,5,33,0,O,65536,,65536,,O
CF,6,6,34,396,O,20,,20,,O
CF,7,1,29,0,O,20,,20,,O
CF,7,2,30,0,O,65536,,65536,,O
CF,7,3,31,396,O,20,,20,,O
CF,7,4,32,0,O,20,,20,,O
CF,7,5,33,0,O,65536,,65536,,O
CF,7,6,34,396,O,20,,20,,O
CF,8,1,506,0,O,,,,20=,O
CF,8,2,507,0,O,,,,,O
CF,8,3,508,396,O,1..12,1,12,,C
CF,8,4,509,0,O,,,,20=,O
CF,8,5,510,0,O,,,,,O
CF,8,6,511,396,O,1..12,1,12,,C
CF,8,7,512,0,O,,,,10=,C
CF,8,8,513,0,O,,,,10=,O
CF,8,9,514,0,O,,,,199#,O
CF,8,10,515,0,O,,,,20=,O
CF,8,11,516,0,O,,,,,O
CF,8,12,517,396,O,1..12,1,12,,O
CF,8,13,518,0,O,,,,10=,C
CF,8,14,519,0,O,,,,199=,C
CF,8,15,520,0,O,,,,199=,O
CF,8,16,521,0,O,,,,8=,C
CF,8,17,522,0,O,,,,199=,C
CF,8,18,523,0,O,,,,199=,O
CF,8,19,524,0,O,,,,8=,C
CF,8,20,525,0,O,,,,199=,C
CF,8,21,526,0,O,,,,199=,O
CF,8,22,527,0,O,,,,8=,C
CF,9,1,23,0,O,,,,20=,O
CF,9,2,24,0,O,,,,,O
CF,9,3,25,396,O,1..12,1,12,,C
CF,9,4,26,0,O,,,,20=,O
CF,9,5,27,0,O,,,,,O
CF,9,6,28,396,O,1..12,1,12,,C
CF,9,7,29,0,O,,,,10=,C
CF,9,8,30,0,O,,,,10=,O
CF,9,9,31,0,O,,,,199#,O
CF,9,10,32,0,O,,,,20=,O
CF,9,11,33,0,O,,,,,O
CF,9,12,34,396,O,1..12,1,12,,O
CF,9,13,35,0,O,,,,10=,C
CF,9,14,36,0,O,,,,199=,C
CF,9,15,37,0,O,,,,199=,O
CF,9,16,38,0,O,,,,8=,C
CF,9,17,39,0,O,,,,199=,C
CF,9,18,40,0,O,,,,199=,O
CF,9,19,41,0,O,,,,8=,C
CF,9,20,42,0,O,,,,199=,C
CF,9,21,43,0,O,,,,199=,O
CF,9,22,44,0,O,,,,8=,C
CF,61,1,29,0,O,20,,20,,O
CF,61,2,30,0,O,65536,,65536,,O
CF,61,3,31,396,O,20,,20,,O
CF,61,4,32,0,O,20,,20,,O
CF,61,5,33,0,O,65536,,65536,,O
CF,61,6,34,396,O,20,,20,,O
CF,81,1,23,0,O,,,,,O
CF,81,2,24,0,O,,,,,O
CF,81,3,25,396,O,1..12,1,12,,C
CF,81,4,26,0,O,,,,,O
CF,81,5,27,0,O,,,,,O
CF,81,6,28,396,O,1..12,1,12,,C
CF,81,7,29,0,O,,,,,C
CF,81,8,30,0,O,,,,,O
CF,81,9,31,0,O,,,,,O
CF,81,10,32,0,O,,,,,O
CF,81,11,33,0,O,,,,,O
CF,81,12,34,396,O,1..12,1,12,,O
CF,81,13,35,0,O,,,,,C
CF,81,14,36,0,O,,,,,C
CF,81,15,37,0,O,,,,,O
CF,81,16,38,0,O,,,,,C
CF,81,17,39,0,O,,,,,C
CF,81,18,40,0,O,,,,,O
CF,81,19,41,0,O,,,,,C
CF,81,20,42,0,O,,,,,C
CF,81,21,43,0,O,,,,,O
CF,81,22,44,0,O,,,,,C
CF,91,1,23,0,O,,,,,O
CF,91,2,24,0,O,,,,,O
CF,91,3,25,396,O,1..12,,,,C
CF,91,4,26,0,O,,,,,O
CF,91,5,27,0,O,,,,,O
CF,91,6,28,396,O,1..12,,,,C
CF,91,7,29,0,O,,,,,C
CF,91,8,30,0,O,,,,,O
CF,91,9,31,0,O,,,,,O
CF,91,10,32,0,O,,,,,O
CF,91,11,33,0,O,,,,,O
CF,91,12,34,396,O,1..12,,,,O
CF,91,13,35,0,O,,,,,C
CF,91,14,36,0,O,,,,,C
CF,91,15,37,0,O,,,,,O
CF,91,16,38,0,O,,,,,C
CF,91,17,39,0,O,,,,,C
CF,91,18,40,0,O,,,,,O
CF,91,19,41,0,O,,,,,C
CF,91,20,42,0,O,,,,,C
CF,91,21,43,0,O,,,,,O
CF,91,22,44,0,O,,,,,C
CF,92,1,485,0,O,,,,20=,O
CF,92,2,486,0,O,,,,,O
CF,92,3,487,396,O,1..12,1,12,,C
CF,92,4,488,0,O,,,,20=,O
CF,92,5,489,0,O,,,,,O
CF,92,6,490,396,O,1..12,1,12,,C
CF,92,7,491,0,O,,,,10=,C
CF,92,8,492,0,O,,,,10=,O
CF,92,9,493,0,O,,,,199#,O
CF,92,10,494,0,O,,,,20=,O
CF,92,11,495,0,O,,,,,O
CF,92,12,496,396,O,1..12,1,12,,O
CF,92,13,497,0,O,,,,10=,C
CF,92,14,498,0,O,,,,199=,C
CF,92,15,499,0,O,,,,199=,O
CF,92,16,500,0,O,,,,8=,C
CF,92,17,501,0,O,,,,199=,C
CF,92,18,502,0,O,,,,199=,O
CF,92,19,503,0,O,,,,8=,C
CF,92,20,504,0,O,,,,199=,C
CF,92,21,505,0,O,,,,199=,O
CF,92,22,506,0,O,,,,8=,C
CK,3,1,293,0,O,,,,,
CK,3,2,18,0,O,,,,,
CK,3,3,298,0,O,,,,,
CK,3,4,281,0,O,,,,,
CK,4,1,119,0,O,,,,,
CK,4,2,18,0,O,,,,,
CK,4,3,298,0,O,,,,,
CK,4,4,281,0,O,,,,,
CK,5,1,119,0,O,,,,,
CK,5,2,18,0,O,,,,,
CK,5,3,298,0,O,,,,,
CK,5,4,281,363,O,,,,,
CK_ACCOUNT_NO,2,1,56,0,,,,,,
CK_ACCOUNT_NO,2,2,18,0,,,,,,
CK_ACCOUNT_NO,2,3,19,0,,,,,,
CK_ACCOUNT_NO,2,4,40,0,,,,,,
CK_PAT_ID,2,1,17,0,,,,,,
CK_PAT_ID,2,2,18,0,,,,,,
CK_PAT_ID,2,3,19,0,,,,,,
CK_PAT_ID,2,4,40,0,,,,,,
CM_ABS_RANGE,2,1,155,0,O,,,,,
CM_ABS_RANGE,2,2,156,0,O,,,,,
CM_ABS_RANGE,2,3,157,0,O,,,,,
CM_ABS_RANGE,2,4,158,0,O,,,,,
CM_ABS_RANGE,3,1,155,0,O,,,,,
CM_ABS_RANGE,3,2,156,0,O,,,,,
CM_ABS_RANGE,3,3,157,0,O,,,,,
CM_ABS_RANGE,3,4,158,0,O,,,,,
CM_AUI,2,1,97,0,,,,,,
CM_AUI,2,2,98,0,,,,,,
CM_AUI,2,3,99,0,,,,,,
CM_AUI,3,1,97,0,O,,,,,
CM_AUI,3,2,117,0,O,,,,,
CM_AUI,3,3,99,0,O,,,,,
CM_BATCH_TOTAL,2,1,15,0,,,,,,
CM_BATCH_TOTAL,2,2,16,0,,,,,,
CM_CCD,2,1,77,0,,,,,,
CM_CCD,2,2,78,0,,,,,,
CM_CCD,3,1,212,0,O,,,,,
CM_CCD,3,2,78,0,O,,,,,
CM_DDI,2,1,110,0,,,,,,
CM_DDI,2,2,122,0,,,,,,
CM_DDI,2,3,123,0,,,,,,
CM_DDI,3,1,110,0,O,,,,,
CM_DDI,3,2,122,0,O,,,,,
CM_DDI,3,3,123,0,O,,,,,
CM_DIN,2,1,117,0,,,,,,
CM_DIN,2,2,131,0,,,,,,
CM_DIN,3,1,117,0,O,,,,,
CM_DIN,3,2,131,0,O,,,,,
CM_DLD,2,1,53,0,,,,,,
CM_DLD,2,2,51,0,,,,,,
CM_DLD,3,1,53,0,,,,,,
CM_DLD,3,2,51,0,,,,,,
CM_DLT,2,1,155,0,O,,,,,
CM_DLT,2,2,417,0,O,,,,,
CM_DLT,2,3,418,0,O,,,,,
CM_DLT,2,4,419,0,O,,,,,
CM_DLT,3,1,155,0,O,,,,,
CM_DLT,3,2,417,0,O,,,,,
CM_DLT,3,3,418,0,O,,,,,
CM_DLT,3,4,419,0,O,,,,,
CM_DTN,2,1,140,0,,,,,,
CM_DTN,2,2,123,0,,,,,,
CM_DTN,3,1,140,0,O,,,,,
CM_DTN,3,2,123,0,O,,,,,
CM_EIP,2,1,73,0,,,,,,
CM_EIP,2,2,74,0,,,,,,
CM_EIP,3,1,73,0,O,,,,,
CM_EIP,3,2,74,0,O,,,,,
CM_ELD,2,1,9,0,,,,,,
CM_ELD,2,2,10,0,,,,,,
CM_ELD,2,3,11,0,,,,,,
CM_ELD,2,4,12,0,,,,,,
CM_ELD,3,1,225,0,O,,,,,
CM_ELD,3,2,10,0,O,,,,,
CM_ELD,3,3,224,0,O,,,,,
CM_ELD,3,4,219,0,O,,,,,
CM_FILLER,2,1,59,0,,,,,,
CM_FILLER,2,2,60,0,,,,,,
CM_FINANCE,2,1,50,0,,,,,,
CM_FINANCE,2,2,51,0,,,,,,
CM_GROUP_ID,2,1,61,0,,,,,,
CM_GROUP_ID,2,2,62,0,,,,,,
CM_INTERNAL_LOCATION,2,1,37,0,,,,,,
CM_INTERNAL_LOCATION,2,2,38,0,,,,,,
CM_INTERNAL_LOCATION,2,3,39,0,,,,,,
CM_INTERNAL_LOCATION,2,4,40,0,,,,,,
CM_INTERNAL_LOCATION,2,5,41,0,,,,,,
CM_INTERNAL_LOCATION,2,6,42,0,,,,,,
CM_INTERNAL_LOCATION,2,7,144,0,,,,,,
CM_INTERNAL_LOCATION,2,8,145,0,,,,,,
CM_JOB_CODE,2,1,54,0,,,,,,
CM_JOB_CODE,2,2,55,0,,,,,,
CM_LA1,2,1,108,0,,,,,,
CM_LA1,2,2,121,0,,,,,,
CM_LA1,3,1,406,0,O,,,,,
CM_LA1,3,2,38,0,O,,,,,
CM_LA1,3,3,39,0,O,,,,,
CM_LA1,3,4,245,0,O,,,,,
CM_LA1,3,5,321,0,O,,,,,
CM_LA1,3,6,322,0,O,,,,,
CM_LA1,3,7,271,0,O,,,,,
CM_LA1,3,8,323,0,O,,,,,
CM_LA1,3,9,27,0,O,,,,,
CM_LA1,3,10,28,0,O,,,,,
CM_LA1,3,11,29,0,O,,,,,
CM_LA1,3,12,30,0,O,,,,,
CM_LA1,3,13,31,0,O,,,,,
CM_LA1,3,14,32,0,O,,,,,
CM_LA1,3,15,202,0,O,,,,,
CM_LA1,3,16,34,0,O,,,,,
CM_LICENSE_NO,2,1,35,0,,,,,,
CM_LICENSE_NO,2,2,36,0,,,,,,
CM_MOC,2,1,87,0,,,,,,
CM_MOC,2,2,88,0,,,,,,
CM_MOC,3,1,87,0,O,,,,,
CM_MOC,3,2,88,0,O,,,,,
CM_MSG,2,1,1,0,,,,,,
CM_MSG,2,2,2,0,,,,,,
CM_MSG,3,1,223,0,O,,,,,
CM_MSG,3,2,2,0,O,,,,,
CM_NDL,2,1,89,0,,,,,,
CM_NDL,2,2,66,0,,,,,,
CM_NDL,2,3,67,0,,,,,,
CM_NDL,2,4,90,0,,,,,,
CM_NDL,3,1,415,0,O,,,,,
CM_NDL,3,2,66,0,O,,,,,
CM_NDL,3,3,67,0,O,,,,,
CM_NDL,3,4,416,0,O,,,,,
CM_NDL,3,5,38,0,O,,,,,
CM_NDL,3,6,39,0,O,,,,,
CM_NDL,3,7,245,0,O,,,,,
CM_NDL,3,8,321,0,O,,,,,
CM_NDL,3,9,322,0,O,,,,,
CM_NDL,3,10,271,0,O,,,,,
CM_NDL,3,11,323,0,O,,,,,
CM_OCD,2,1,114,0,,,,,,
CM_OCD,2,2,128,0,,,,,,
CM_OCD,3,1,114,0,O,,,,,
CM_OCD,3,2,128,0,O,,,,,
CM_OSP,2,1,116,0,,,,,,
CM_OSP,2,2,129,0,,,,,,
CM_OSP,2,3,130,0,,,,,,
CM_OSP,3,1,116,0,O,,,,,
CM_OSP,3,2,129,0,O,,,,,
CM_OSP,3,3,130,0,O,,,,,
CM_PAT_ID,2,1,17,0,,,,,,
CM_PAT_ID,2,2,18,0,,,,,,
CM_PAT_ID,2,3,19,0,,,,,,
CM_PAT_ID,2,4,40,0,,,,,,
CM_PAT_ID,2,5,33,0,,,,,,
CM_PAT_ID_0192,2,1,17,0,,,,,,
CM_PAT_ID_0192,2,2,18,0,,,,,,
CM_PAT_ID_0192,2,3,19,0,,,,,,
CM_PAT_ID_0192,2,4,40,0,,,,,,
CM_PAT_ID_0192,2,5,33,192,,,,,,
CM_PCF,2,1,112,0,,,,,,
CM_PCF,2,2,125,0,,,,,,
CM_PCF,2,3,126,0,,,,,,
CM_PCF,3,1,112,0,O,,,,,
CM_PCF,3,2,284,0,O,,,,,
CM_PCF,3,3,283,0,O,,,,,
CM_PEN,2,1,111,0,,,,,,
CM_PEN,2,2,124,0,,,,,,
CM_PEN,3,1,111,0,O,,,,,
CM_PEN,3,2,124,0,O,,,,,
CM_PI,3,1,292,0,O,,,,,
CM_PI,3,2,405,0,O,,,,,
CM_PI,3,3,238,0,O,,,,,
CM_PIP,2,1,120,0,,,,,,
CM_PIP,2,2,137,0,,,,,,
CM_PIP,2,3,138,0,,,,,,
CM_PIP,2,4,139,0,,,,,,
CM_PIP,3,1,120,0,O,,,,,
CM_PIP,3,2,137,0,O,,,,,
CM_PIP,3,3,138,0,O,,,,,
CM_PIP,3,4,139,0,O,,,,,
CM_PLACER,2,1,57,0,,,,,,
CM_PLACER,2,2,58,0,,,,,,
CM_PLN,2,1,119,0,,,,,,
CM_PLN,2,2,135,0,,,,,,
CM_PLN,2,3,136,0,,,,,,
CM_PLN,3,1,119,0,O,,,,,
CM_PLN,3,2,405,0,O,,,,,
CM_PLN,3,3,261,0,O,,,,,
CM_PLN,3,4,138,0,O,,,,,
CM_POSITION,2,1,105,0,,,,,,
CM_POSITION,2,2,106,0,,,,,,
CM_POSITION,2,3,107,0,,,,,,
CM_PRACTITIONER,2,1,109,0,,,,,,
CM_PRACTITIONER,2,2,141,0,,,,,,
CM_PRL,3,1,412,0,O,,,,,
CM_PRL,3,2,413,0,O,,,,,
CM_PRL,3,3,414,0,O,,,,,
CM_PTA,2,1,103,147,,,,,,
CM_PTA,2,2,104,193,,,,,,
CM_PTA,2,3,122,0,,,,,,
CM_PTA,3,1,103,147,O,,,,,
CM_PTA,3,2,104,193,O,,,,,
CM_PTA,3,3,122,0,O,,,,,
CM_RANGE,2,1,153,0,O,,,,,
CM_RANGE,2,2,154,0,O,,,,,
CM_RANGE,3,1,153,0,O,,,,,
CM_RANGE,3,2,154,0,O,,,,,
CM_RFR,2,1,146,0,O,,,,,
CM_RFR,2,2,147,0,O,,,,,
CM_RFR,2,3,148,0,O,,,,,
CM_RFR,2,4,149,0,O,,,,,
CM_RFR,2,5,150,0,O,,,,,
CM_RFR,2,6,151,0,O,,,,,
CM_RFR,2,7,152,0,O,,,,,
CM_RFR,3,1,432,0,O,,,,,
CM_RFR,3,2,433,0,O,,,,,
CM_RFR,3,3,434,0,O,,,,,
CM_RFR,3,4,435,0,O,,,,,
CM_RFR,3,5,436,0,O,,,,,
CM_RFR,3,6,437,0,O,,,,,
CM_RFR,3,7,438,0,O,,,,,
CM_RI,2,1,142,0,,,,,,
CM_RI,2,2,143,0,,,,,,
CM_RI,3,1,142,0,O,,,,,
CM_RI,3,2,278,0,O,,,,,
CM_RMC,2,1,100,0,,,,,,
CM_RMC,2,2,101,0,,,,,,
CM_RMC,2,3,102,0,,,,,,
CM_RMC,3,1,338,145,O,,,,,
CM_RMC,3,2,101,0,O,,,,,
CM_RMC,3,3,102,193,O,,,,,
CM_SPD,2,1,118,0,,,,,,
CM_SPD,2,2,132,0,,,,,,
CM_SPD,2,3,133,0,,,,,,
CM_SPD,2,4,134,0,,,,,,
CM_SPD,3,1,118,0,O,,,,,
CM_SPD,3,2,132,0,O,,,,,
CM_SPD,3,3,133,0,O,,,,,
CM_SPD,3,4,134,0,O,,,,,
CM_SPS,2,1,82,0,,,,,,
CM_SPS,2,2,83,0,,,,,,
CM_SPS,2,3,84,0,,,,,,
CM_SPS,2,4,85,0,,,,,,
CM_SPS,2,5,86,0,,,,,,
CM_SPS,3,1,82,0,,,,,,
CM_SPS,3,2,83,0,,,,,,
CM_SPS,3,3,84,0,,,,,,
CM_SPS,3,4,85,0,,,,,,
CM_SPS,3,5,86,0,,,,,,
CM_SPS,3,6,408,0,O,,,,,
CM_UVC,2,1,115,0,,,,,,
CM_UVC,2,2,127,0,,,,,,
CM_UVC,3,1,115,0,O,,,,,
CM_UVC,3,2,127,0,,,,,,
CM_VR,2,1,13,0,,,,,,
CM_VR,2,2,14,0,,,,,,
CM_VR,3,1,13,0,,,,,,
CM_VR,3,2,14,0,,,,,,
CM_WVI,3,1,357,0,O,,,,,
CM_WVI,3,2,339,0,O,,,,,
CN,3,1,292,0,O,,,,,
CN,3,2,201,0,O,,,,,
CN,3,3,22,0,O,,,,,
CN,3,4,23,0,O,,,,,
CN,3,5,273,0,O,,,,,
CN,3,6,235,0,O,,,,,
CN,3,7,203,0,O,,,,,
CN,3,8,272,0,O,,,,,
CN,3,9,281,0,O,,,,,
CN,4,1,292,0,O,,,,,
CN,4,2,201,0,O,,,,,
CN,4,3,22,0,O,,,,,
CN,4,4,23,0,O,,,,,
CN,4,5,273,0,O,,,,,
CN,4,6,235,0,O,,,,,
CN,4,7,203,0,O,,,,,
CN,4,8,272,0,O,,,,,
CN,4,9,281,0,O,,,,,
CN,5,1,292,0,O,,,,,
CN,5,2,201,0,O,,,,,
CN,5,3,22,0,O,,,,,
CN,5,4,23,0,O,,,,,
CN,5,5,273,0,O,,,,,
CN,5,6,235,0,O,,,,,
CN,5,7,203,0,O,,,,,
CN,5,8,272,0,O,,,,,
CN,5,9,281,0,O,,,,,
CN_PERSON,2,1,75,0,,,,,,
CN_PERSON,2,2,21,0,,,,,,
CN_PERSON,2,3,22,0,,,,,,
CN_PERSON,2,4,23,0,,,,,,
CN_PERSON,2,5,24,0,,,,,,
CN_PERSON,2,6,25,0,,,,,,
CN_PERSON,2,7,26,0,,,,,,
CN_PERSON,2,8,44,0,,,,,,
CN_PHYSICIAN,2,1,43,0,,,,,,
CN_PHYSICIAN,2,2,21,0,,,,,,
CN_PHYSICIAN,2,3,22,0,,,,,,
CN_PHYSICIAN,2,4,23,0,,,,,,
CN_PHYSICIAN,2,5,24,0,,,,,,
CN_PHYSICIAN,2,6,25,0,,,,,,
CN_PHYSICIAN,2,7,26,0,,,,,,
CN_PHYSICIAN,2,8,44,0,,,,,,
CN_PHYSICIAN,2,9,45,0,A,,,,,
CN_PHYSICIAN,2,10,46,0,A,,,,,
CN_PHYSICIAN,2,11,47,0,A,,,,,
CN_PHYSICIAN,2,12,48,0,A,,,,,
CN_PHYSICIAN,2,13,49,0,A,,,,,
CNE,4,1,3,0,O,,,,,
CNE,4,2,4,0,O,,,,,
CNE,4,3,5,0,O,,,,,
CNE,4,4,6,0,O,,,,,
CNE,4,5,7,0,O,,,,,
CNE,4,6,8,0,O,,,,,
CNE,4,7,358,0,O,,,,,
CNE,4,8,359,0,O,,,,,
CNE,4,9,360,0,O,,,,,
CNE,5,1,391,0,O,,,,,
CNE,5,2,4,0,O,,,,,
CNE,5,3,5,0,O,,,,,
CNE,5,4,6,0,O,,,,,
CNE,5,5,7,0,O,,,,,
CNE,5,6,8,0,O,,,,,
CNE,5,7,358,0,O,,,,,
CNE,5,8,359,0,O,,,,,
CNE,5,9,360,0,O,,,,,
CNE,6,1,35,0,O,20,,20,,R
CNE,6,2,36,0,O,199,,199,,O
CNE,6,3,37,396,O,20,,20,,O
CNE,6,4,38,0,O,20,,20,,O
CNE,6,5,39,0,O,199,,199,,O
CNE,6,6,40,396,O,20,,20,,O
CNE,6,7,41,0,O,10,,10,,C
CNE,6,8,42,0,O,10,,10,,O
CNE,6,9,43,0,O,199,,199,,O
CNE,7,1,35,0,O,20,,20,,R
CNE,7,2,36,0,O,199,,199,,O
CNE,7,3,37,396,O,20,,20,,O
CNE,7,4,38,0,O,20,,20,,O
CNE,7,5,39,0,O,199,,199,,O
CNE,7,6,40,396,O,20,,20,,O
CNE,7,7,41,0,O,10,,10,,C
CNE,7,8,42,0,O,10,,10,,O
CNE,7,9,43,0,O,199,,199,,O
CNE,8,1,528,0,O,,,,20=,R
CNE,8,2,529,0,O,,,,199#,O
CNE,8,3,530,396,O,1..12,1,12,,O
CNE,8,4,531,0,O,,,,20=,O
CNE,8,5,532,0,O,,,,199#,O
CNE,8,6,533,396,O,1..12,1,12,,O
CNE,8,7,534,0,O,,,,10=,C
CNE,8,8,535,0,O,,,,10=,O
CNE,8,9,536,0,O,,,,199#,O
CNE,8,10,537,0,O,,,,20=,O
CNE,8,11,538,0,O,,,,199#,O
CNE,8,12,539,396,O,1..12,1,12,,O
CNE,8,13,540,0,O,,,,10=,C
CNE,8,14,541,0,O,,,,199=,C
CNE,8,15,542,0,O,,,,199=,O
CNE,8,16,543,0,O,,,,8=,C
CNE,8,17,544,0,O,,,,199=,C
CNE,8,18,545,0,O,,,,199=,O
CNE,8,19,546,0,O,,,,8=,C
CNE,8,20,547,0,O,,,,199=,C
CNE,8,21,548,0,O,,,,199=,O
CNE,8,22,549,0,O,,,,8=,C
CNE,9,1,45,0,O,,,,20=,R
CNE,9,2,46,0,O,,,,199#,O
CNE,9,3,47,396,O,1..12,1,12,,O
CNE,9,4,48,0,O,,,,20=,O
CNE,9,5,49,0,O,,,,199#,O
CNE,9,6,50,396,O,1..12,1,12,,O
CNE,9,7,51,0,O,,,,10=,C
CNE,9,8,52,0,O,,,,10=,O
CNE,9,9,53,0,O,,,,199#,O
CNE,9,10,54,0,O,,,,20=,O
CNE,9,11,55,0,O,,,,199#,O
CNE,9,12,56,396,O,1..12,1,12,,O
CNE,9,13,57,0,O,,,,10=,C
CNE,9,14,58,0,O,,,,199=,C
CNE,9,15,59,0,O,,,,199=,O
CNE,9,16,60,0,O,,,,8=,C
CNE,9,17,61,0,O,,,,199=,C
CNE,9,18,62,0,O,,,,199=,O
CNE,9,19,63,0,O,,,,8=,C
CNE,9,20,64,0,O,,,,199=,C
CNE,9,21,65,0,O,,,,199=,O
CNE,9,22,66,0,O,,,,8=,C
CNE,61,1,35,0,O,20,,20,,R
CNE,61,2,36,0,O,199,,199,,O
CNE,61,3,37,396,O,20,,20,,O
CNE,61,4,38,0,O,20,,20,,O
CNE,61,5,39,0,O,199,,199,,O
CNE,61,6,40,396,O,20,,20,,O
CNE,61,7,41,0,O,10,,10,,C
CNE,61,8,42,0,O,10,,10,,O
CNE,61,9,43,0,O,199,,199,,O
CNE,81,1,45,0,O,,,,,R
CNE,81,2,46,0,O,,,,,O
CNE,81,3,47,396,O,1..12,1,12,,O
CNE,81,4,48,0,O,,,,,O
CNE,81,5,49,0,O,,,,,O
CNE,81,6,50,396,O,1..12,1,12,,O
CNE,81,7,51,0,O,,,,,C
CNE,81,8,52,0,O,,,,,O
CNE,81,9,53,0,O,,,,,O
CNE,81,10,54,0,O,,,,,O
CNE,81,11,55,0,O,,,,,O
CNE,81,12,56,396,O,1..12,1,12,,O
CNE,81,13,57,0,O,,,,,C
CNE,81,14,58,0,O,,,,,C
CNE,81,15,59,0,O,,,,,O
CNE,81,16,60,0,O,,,,,C
CNE,81,17,61,0,O,,,,,C
CNE,81,18,62,0,O,,,,,O
CNE,81,19,63,0,O,,,,,C
CNE,81,20,64,0,O,,,,,C
CNE,81,21,65,0,O,,,,,O
CNE,81,22,66,0,O,,,,,C
CNE,91,1,45,0,O,,,,,R
CNE,91,2,46,0,O,,,,,O
CNE,91,3,47,396,O,1..12,,,,O
CNE,91,4,48,0,O,,,,,O
CNE,91,5,49,0,O,,,,,O
CNE,91,6,50,396,O,1..12,,,,O
CNE,91,7,51,0,O,,,,,C
CNE,91,8,52,0,O,,,,,O
CNE,91,9,53,0,O,,,,,O
CNE,91,10,54,0,O,,,,,O
CNE,91,11,55,0,O,,,,,O
CNE,91,12,56,396,O,1..12,,,,O
CNE,91,13,57,0,O,,,,,C
CNE,91,14,58,0,O,,,,,C
CNE,91,15,59,0,O,,,,,O
CNE,91,16,60,0,O,,,,,C
CNE,91,17,61,0,O,,,,,C
CNE,91,18,62,0,O,,,,,O
CNE,91,19,63,0,O,,,,,C
CNE,91,20,64,0,O,,,,,C
CNE,91,21,65,0,O,,,,,O
CNE,91,22,66,0,O,,,,,C
CNE,92,1,507,0,O,,,,20=,R
CNE,92,2,508,0,O,,,,199#,O
CNE,92,3,509,396,O,1..12,1,12,,O
CNE,92,4,510,0,O,,,,20=,O
