data_structure,version_id,seq_no,comp_no,table_id,modification,length_old,min_length,max_length,conf_length,req_opt
CE_0132,3,3,5,0,O,,,,,
CE_0132,3,4,6,0,O,,,,,
CE_0132,3,5,7,0,O,,,,,
CE_0132,3,6,8,0,O,,,,,
CE_0132,4,1,3,132,O,,,,,
CE_0132,4,2,4,0,O,,,,,
CE_0132,4,3,5,0,O,,,,,
CE_0132,4,4,6,0,O,,,,,
CE_0132,4,5,7,0,O,,,,,
CE_0132,4,6,8,0,O,,,,,
CE_0132,5,1,391,132,O,,,,,
CE_0132,5,2,4,0,O,,,,,
CE_0132,5,3,5,0,O,,,,,
CE_0132,5,4,6,0,O,,,,,
CE_0132,5,5,7,0,O,,,,,
CE_0132,5,6,8,0,O,,,,,
CE_0136,5,1,391,136,O,,,,,
CE_0136,5,2,4,0,O,,,,,
CE_0136,5,3,5,0,O,,,,,
CE_0136,5,4,6,0,O,,,,,
CE_0136,5,5,7,0,O,,,,,
CE_0136,5,6,8,0,O,,,,,
CE_0136+0262+0263,4,1,367,136,O,,,,,
CE_0136+0262+0263,4,2,367,262,O,,,,,
CE_0136+0262+0263,4,3,367,263,O,,,,,
CE_0136+0262+0263,5,1,367,136,O,,,,,
CE_0136+0262+0263,5,2,367,262,O,,,,,
CE_0136+0262+0263,5,3,367,263,O,,,,,
CE_0160,2,1,3,160,,,,,,
CE_0160,2,2,4,0,,,,,,
CE_0160,2,3,5,0,,,,,,
CE_0160,2,4,6,0,,,,,,
CE_0160,2,5,7,0,,,,,,
CE_0160,2,6,8,0,,,,,,
CE_0160,3,1,3,160,O,,,,,
CE_0160,3,2,4,0,O,,,,,
CE_0160,3,3,5,0,O,,,,,
CE_0160,3,4,6,0,O,,,,,
CE_0160,3,5,7,0,O,,,,,
CE_0160,3,6,8,0,O,,,,,
CE_0160,4,1,3,160,O,,,,,
CE_0160,4,2,4,0,O,,,,,
CE_0160,4,3,5,0,O,,,,,
CE_0160,4,4,6,0,O,,,,,
CE_0160,4,5,7,0,O,,,,,
CE_0160,4,6,8,0,O,,,,,
CE_0160,5,1,391,160,O,,,,,
CE_0160,5,2,4,0,O,,,,,
CE_0160,5,3,5,0,O,,,,,
CE_0160,5,4,6,0,O,,,,,
CE_0160,5,5,7,0,O,,,,,
CE_0160,5,6,8,0,O,,,,,
CE_0162,2,1,3,162,,,,,,
CE_0162,2,2,4,0,,,,,,
CE_0162,2,3,5,0,,,,,,
CE_0162,2,4,6,0,,,,,,
CE_0162,2,5,7,0,,,,,,
CE_0162,2,6,8,0,,,,,,
CE_0162,3,1,3,162,O,,,,,
CE_0162,3,2,4,0,O,,,,,
CE_0162,3,3,5,0,O,,,,,
CE_0162,3,4,6,0,O,,,,,
CE_0162,3,5,7,0,O,,,,,
CE_0162,3,6,8,0,O,,,,,
CE_0162,4,1,3,162,O,,,,,
CE_0162,4,2,4,0,O,,,,,
CE_0162,4,3,5,0,O,,,,,
CE_0162,4,4,6,0,O,,,,,
CE_0162,4,5,7,0,O,,,,,
CE_0162,4,6,8,0,O,,,,,
CE_0162,5,1,391,162,O,,,,,
CE_0162,5,2,4,0,O,,,,,
CE_0162,5,3,5,0,O,,,,,
CE_0162,5,4,6,0,O,,,,,
CE_0162,5,5,7,0,O,,,,,
CE_0162,5,6,8,0,O,,,,,
CE_0163,2,1,3,163,,,,,,
CE_0163,2,2,4,0,,,,,,
CE_0163,2,3,5,0,,,,,,
CE_0163,2,4,6,0,,,,,,
CE_0163,2,5,7,0,,,,,,
CE_0163,2,6,8,0,,,,,,
CE_0163,3,1,3,163,O,,,,,
CE_0163,3,2,4,0,O,,,,,
CE_0163,3,3,5,0,O,,,,,
CE_0163,3,4,6,0,O,,,,,
CE_0163,3,5,7,0,O,,,,,
CE_0163,3,6,8,0,O,,,,,
CE_0163,4,1,3,163,O,,,,,
CE_0163,4,2,4,0,O,,,,,
CE_0163,4,3,5,0,O,,,,,
CE_0163,4,4,6,0,O,,,,,
CE_0163,4,5,7,0,O,,,,,
CE_0163,4,6,8,0,O,,,,,
CE_0163,5,1,391,163,O,,,,,
CE_0163,5,2,4,0,O,,,,,
CE_0163,5,3,5,0,O,,,,,
CE_0163,5,4,6,0,O,,,,,
CE_0163,5,5,7,0,O,,,,,
CE_0163,5,6,8,0,O,,,,,
CE_0164,2,1,3,164,,,,,,
CE_0164,2,2,4,0,,,,,,
CE_0164,2,3,5,0,,,,,,
CE_0164,2,4,6,0,,,,,,
CE_0164,2,5,7,0,,,,,,
CE_0164,2,6,8,0,,,,,,
CE_0164,3,1,3,164,O,,,,,
CE_0164,3,2,4,0,O,,,,,
CE_0164,3,3,5,0,O,,,,,
CE_0164,3,4,6,0,O,,,,,
CE_0164,3,5,7,0,O,,,,,
CE_0164,3,6,8,0,O,,,,,
CE_0164,4,1,3,164,O,,,,,
CE_0164,4,2,4,0,O,,,,,
CE_0164,4,3,5,0,O,,,,,
CE_0164,4,4,6,0,O,,,,,
CE_0164,4,5,7,0,O,,,,,
CE_0164,4,6,8,0,O,,,,,
CE_0164,5,1,391,164,O,,,,,
CE_0164,5,2,4,0,O,,,,,
CE_0164,5,3,5,0,O,,,,,
CE_0164,5,4,6,0,O,,,,,
CE_0164,5,5,7,0,O,,,,,
CE_0164,5,6,8,0,O,,,,,
CE_0165,2,1,3,165,,,,,,
CE_0165,2,2,4,0,,,,,,
CE_0165,2,3,5,0,,,,,,
CE_0165,2,4,6,0,,,,,,
CE_0165,2,5,7,0,,,,,,
CE_0165,2,6,8,0,,,,,,
CE_0165,3,1,3,165,O,,,,,
CE_0165,3,2,4,0,O,,,,,
CE_0165,3,3,5,0,O,,,,,
CE_0165,3,4,6,0,O,,,,,
CE_0165,3,5,7,0,O,,,,,
CE_0165,3,6,8,0,O,,,,,
CE_0165,4,1,3,165,O,,,,,
CE_0165,4,2,4,0,O,,,,,
CE_0165,4,3,5,0,O,,,,,
CE_0165,4,4,6,0,O,,,,,
CE_0165,4,5,7,0,O,,,,,
CE_0165,4,6,8,0,O,,,,,
CE_0165,5,1,391,165,O,,,,,
CE_0165,5,2,4,0,O,,,,,
CE_0165,5,3,5,0,O,,,,,
CE_0165,5,4,6,0,O,,,,,
CE_0165,5,5,7,0,O,,,,,
CE_0165,5,6,8,0,O,,,,,
CE_0171,4,1,3,171,O,,,,,
CE_0171,4,2,4,0,O,,,,,
CE_0171,4,3,5,0,O,,,,,
CE_0171,4,4,6,0,O,,,,,
CE_0171,4,5,7,0,O,,,,,
CE_0171,4,6,8,0,O,,,,,
CE_0171,5,1,391,171,O,,,,,
CE_0171,5,2,4,0,O,,,,,
CE_0171,5,3,5,0,O,,,,,
CE_0171,5,4,6,0,O,,,,,
CE_0171,5,5,7,0,O,,,,,
CE_0171,5,6,8,0,O,,,,,
CE_0172,3,1,3,172,O,,,,,
CE_0172,3,2,4,0,O,,,,,
CE_0172,3,3,5,0,O,,,,,
CE_0172,3,4,6,0,O,,,,,
CE_0172,3,5,7,0,O,,,,,
CE_0172,3,6,8,0,O,,,,,
CE_0172,4,1,3,172,O,,,,,
CE_0172,4,2,4,0,O,,,,,
CE_0172,4,3,5,0,O,,,,,
CE_0172,4,4,6,0,O,,,,,
CE_0172,4,5,7,0,O,,,,,
CE_0172,4,6,8,0,O,,,,,
CE_0172,5,1,391,172,O,,,,,
CE_0172,5,2,4,0,O,,,,,
CE_0172,5,3,5,0,O,,,,,
CE_0172,5,4,6,0,O,,,,,
CE_0172,5,5,7,0,O,,,,,
CE_0172,5,6,8,0,O,,,,,
CE_0175,2,1,3,175,,,,,,
CE_0175,2,2,4,0,,,,,,
CE_0175,2,3,5,0,,,,,,
CE_0175,2,4,6,0,,,,,,
CE_0175,2,5,7,0,,,,,,
CE_0175,2,6,8,0,,,,,,
CE_0175,3,1,3,175,O,,,,,
CE_0175,3,2,4,0,O,,,,,
CE_0175,3,3,5,0,O,,,,,
CE_0175,3,4,6,0,O,,,,,
CE_0175,3,5,7,0,O,,,,,
CE_0175,3,6,8,0,O,,,,,
CE_0175,4,1,3,175,O,,,,,
CE_0175,4,2,4,0,O,,,,,
CE_0175,4,3,5,0,O,,,,,
CE_0175,4,4,6,0,O,,,,,
CE_0175,4,5,7,0,O,,,,,
CE_0175,4,6,8,0,O,,,,,
CE_0175,5,1,391,175,O,,,,,
CE_0175,5,2,4,0,O,,,,,
CE_0175,5,3,5,0,O,,,,,
CE_0175,5,4,6,0,O,,,,,
CE_0175,5,5,7,0,O,,,,,
CE_0175,5,6,8,0,O,,,,,
CE_0181,2,1,3,181,,,,,,
CE_0181,2,2,4,0,,,,,,
CE_0181,2,3,5,0,,,,,,
CE_0181,2,4,6,0,,,,,,
CE_0181,2,5,7,0,,,,,,
CE_0181,2,6,8,0,,,,,,
CE_0181,3,1,3,181,O,,,,,
CE_0181,3,2,4,0,O,,,,,
CE_0181,3,3,5,0,O,,,,,
CE_0181,3,4,6,0,O,,,,,
CE_0181,3,5,7,0,O,,,,,
CE_0181,3,6,8,0,O,,,,,
CE_0181,4,1,3,181,O,,,,,
CE_0181,4,2,4,0,O,,,,,
CE_0181,4,3,5,0,O,,,,,
CE_0181,4,4,6,0,O,,,,,
CE_0181,4,5,7,0,O,,,,,
CE_0181,4,6,8,0,O,,,,,
CE_0181,5,1,391,181,O,,,,,
CE_0181,5,2,4,0,O,,,,,
CE_0181,5,3,5,0,O,,,,,
CE_0181,5,4,6,0,O,,,,,
CE_0181,5,5,7,0,O,,,,,
CE_0181,5,6,8,0,O,,,,,
CE_0184,2,1,3,184,,,,,,
CE_0184,2,2,4,0,,,,,,
CE_0184,2,3,5,0,,,,,,
CE_0184,2,4,6,0,,,,,,
CE_0184,2,5,7,0,,,,,,
CE_0184,2,6,8,0,,,,,,
CE_0184,3,1,3,184,O,,,,,
CE_0184,3,2,4,0,O,,,,,
CE_0184,3,3,5,0,O,,,,,
CE_0184,3,4,6,0,O,,,,,
CE_0184,3,5,7,0,O,,,,,
CE_0184,3,6,8,0,O,,,,,
CE_0184,4,1,3,184,O,,,,,
CE_0184,4,2,4,0,O,,,,,
CE_0184,4,3,5,0,O,,,,,
CE_0184,4,4,6,0,O,,,,,
CE_0184,4,5,7,0,O,,,,,
CE_0184,4,6,8,0,O,,,,,
CE_0184,5,1,391,184,O,,,,,
CE_0184,5,2,4,0,O,,,,,
CE_0184,5,3,5,0,O,,,,,
CE_0184,5,4,6,0,O,,,,,
CE_0184,5,5,7,0,O,,,,,
CE_0184,5,6,8,0,O,,,,,
CE_0185,3,1,3,185,O,,,,,
CE_0185,3,2,4,0,O,,,,,
CE_0185,3,3,5,0,O,,,,,
CE_0185,3,4,6,0,O,,,,,
CE_0185,3,5,7,0,O,,,,,
CE_0185,3,6,8,0,O,,,,,
CE_0185,4,1,3,185,O,,,,,
CE_0185,4,2,4,0,O,,,,,
CE_0185,4,3,5,0,O,,,,,
CE_0185,4,4,6,0,O,,,,,
CE_0185,4,5,7,0,O,,,,,
CE_0185,4,6,8,0,O,,,,,
CE_0185,5,1,391,185,O,,,,,
CE_0185,5,2,4,0,O,,,,,
CE_0185,5,3,5,0,O,,,,,
CE_0185,5,4,6,0,O,,,,,
CE_0185,5,5,7,0,O,,,,,
CE_0185,5,6,8,0,O,,,,,
CE_0189,4,1,3,189,O,,,,,
CE_0189,4,2,4,0,O,,,,,
CE_0189,4,3,5,0,O,,,,,
CE_0189,4,4,6,0,O,,,,,
CE_0189,4,5,7,0,O,,,,,
CE_0189,4,6,8,0,O,,,,,
CE_0189,5,1,391,189,O,,,,,
CE_0189,5,2,4,0,O,,,,,
CE_0189,5,3,5,0,O,,,,,
CE_0189,5,4,6,0,O,,,,,
CE_0189,5,5,7,0,O,,,,,
CE_0189,5,6,8,0,O,,,,,
CE_0212,3,1,3,212,O,,,,,
CE_0212,3,2,4,0,O,,,,,
CE_0212,3,3,5,0,O,,,,,
CE_0212,3,4,6,0,O,,,,,
CE_0212,3,5,7,0,O,,,,,
CE_0212,3,6,8,0,O,,,,,
CE_0212,4,1,3,212,O,,,,,
CE_0212,4,2,4,0,O,,,,,
CE_0212,4,3,5,0,O,,,,,
CE_0212,4,4,6,0,O,,,,,
CE_0212,4,5,7,0,O,,,,,
CE_0212,4,6,8,0,O,,,,,
CE_0212,5,1,391,212,O,,,,,
CE_0212,5,2,4,0,O,,,,,
CE_0212,5,3,5,0,O,,,,,
CE_0212,5,4,6,0,O,,,,,
CE_0212,5,5,7,0,O,,,,,
CE_0212,5,6,8,0,O,,,,,
CE_0215,3,1,3,215,O,,,,,
CE_0215,3,2,4,0,O,,,,,
CE_0215,3,3,5,0,O,,,,,
CE_0215,3,4,6,0,O,,,,,
CE_0215,3,5,7,0,O,,,,,
CE_0215,3,6,8,0,O,,,,,
CE_0215,4,1,3,215,O,,,,,
CE_0215,4,2,4,0,O,,,,,
CE_0215,4,3,5,0,O,,,,,
CE_0215,4,4,6,0,O,,,,,
CE_0215,4,5,7,0,O,,,,,
CE_0215,4,6,8,0,O,,,,,
CE_0215,5,1,391,215,O,,,,,
CE_0215,5,2,4,0,O,,,,,
CE_0215,5,3,5,0,O,,,,,
CE_0215,5,4,6,0,O,,,,,
CE_0215,5,5,7,0,O,,,,,
CE_0215,5,6,8,0,O,,,,,
CE_0218,3,1,3,218,O,,,,,
CE_0218,3,2,4,0,O,,,,,
CE_0218,3,3,5,0,O,,,,,
CE_0218,3,4,6,0,O,,,,,
CE_0218,3,5,7,0,O,,,,,
CE_0218,3,6,8,0,O,,,,,
CE_0218,4,1,3,218,O,,,,,
CE_0218,4,2,4,0,O,,,,,
CE_0218,4,3,5,0,O,,,,,
CE_0218,4,4,6,0,O,,,,,
CE_0218,4,5,7,0,O,,,,,
CE_0218,4,6,8,0,O,,,,,
CE_0218,5,1,391,218,O,,,,,
CE_0218,5,2,4,0,O,,,,,
CE_0218,5,3,5,0,O,,,,,
CE_0218,5,4,6,0,O,,,,,
CE_0218,5,5,7,0,O,,,,,
CE_0218,5,6,8,0,O,,,,,
CE_0222,3,1,3,222,O,,,,,
CE_0222,3,2,4,0,O,,,,,
CE_0222,3,3,5,0,O,,,,,
CE_0222,3,4,6,0,O,,,,,
CE_0222,3,5,7,0,O,,,,,
CE_0222,3,6,8,0,O,,,,,
CE_0222,4,1,3,222,O,,,,,
CE_0222,4,2,4,0,O,,,,,
CE_0222,4,3,5,0,O,,,,,
CE_0222,4,4,6,0,O,,,,,
CE_0222,4,5,7,0,O,,,,,
CE_0222,4,6,8,0,O,,,,,
CE_0222,5,1,391,222,O,,,,,
CE_0222,5,2,4,0,O,,,,,
CE_0222,5,3,5,0,O,,,,,
CE_0222,5,4,6,0,O,,,,,
CE_0222,5,5,7,0,O,,,,,
CE_0222,5,6,8,0,O,,,,,
CE_0227,4,1,3,227,O,,,,,
CE_0227,4,2,4,0,O,,,,,
CE_0227,4,3,5,0,O,,,,,
CE_0227,4,4,6,0,O,,,,,
CE_0227,4,5,7,0,O,,,,,
CE_0227,4,6,8,0,O,,,,,
CE_0227,5,1,391,227,O,,,,,
CE_0227,5,2,4,0,O,,,,,
CE_0227,5,3,5,0,O,,,,,
CE_0227,5,4,6,0,O,,,,,
CE_0227,5,5,7,0,O,,,,,
CE_0227,5,6,8,0,O,,,,,
CE_0233,3,1,3,233,O,,,,,
CE_0233,3,2,4,0,O,,,,,
CE_0233,3,3,5,0,O,,,,,
CE_0233,3,4,6,0,O,,,,,
CE_0233,3,5,7,0,O,,,,,
CE_0233,3,6,8,0,O,,,,,
CE_0233,4,1,3,233,O,,,,,
CE_0233,4,2,4,0,O,,,,,
CE_0233,4,3,5,0,O,,,,,
CE_0233,4,4,6,0,O,,,,,
CE_0233,4,5,7,0,O,,,,,
CE_0233,4,6,8,0,O,,,,,
CE_0233,5,1,391,233,O,,,,,
CE_0233,5,2,4,0,O,,,,,
CE_0233,5,3,5,0,O,,,,,
CE_0233,5,4,6,0,O,,,,,
CE_0233,5,5,7,0,O,,,,,
CE_0233,5,6,8,0,O,,,,,
CE_0247,3,1,3,247,O,,,,,
CE_0247,3,2,4,0,O,,,,,
CE_0247,3,3,5,0,O,,,,,
CE_0247,3,4,6,0,O,,,,,
CE_0247,3,5,7,0,O,,,,,
CE_0247,3,6,8,0,O,,,,,
CE_0247,4,1,3,247,O,,,,,
CE_0247,4,2,4,0,O,,,,,
CE_0247,4,3,5,0,O,,,,,
CE_0247,4,4,6,0,O,,,,,
CE_0247,4,5,7,0,O,,,,,
CE_0247,4,6,8,0,O,,,,,
CE_0247,5,1,391,247,O,,,,,
CE_0247,5,2,4,0,O,,,,,
CE_0247,5,3,5,0,O,,,,,
CE_0247,5,4,6,0,O,,,,,
CE_0247,5,5,7,0,O,,,,,
CE_0247,5,6,8,0,O,,,,,
CE_0254,3,1,3,254,O,,,,,
CE_0254,3,2,4,0,O,,,,,
CE_0254,3,3,5,0,O,,,,,
CE_0254,3,4,6,0,O,,,,,
CE_0254,3,5,7,0,O,,,,,
CE_0254,3,6,8,0,O,,,,,
CE_0254,4,1,3,254,O,,,,,
CE_0254,4,2,4,0,O,,,,,
CE_0254,4,3,5,0,O,,,,,
CE_0254,4,4,6,0,O,,,,,
CE_0254,4,5,7,0,O,,,,,
CE_0254,4,6,8,0,O,,,,,
CE_0254,5,1,391,254,O,,,,,
CE_0254,5,2,4,0,O,,,,,
CE_0254,5,3,5,0,O,,,,,
CE_0254,5,4,6,0,O,,,,,
CE_0254,5,5,7,0,O,,,,,
CE_0254,5,6,8,0,O,,,,,
CE_0255,4,1,3,255,O,,,,,
CE_0255,4,2,4,0,O,,,,,
CE_0255,4,3,5,0,O,,,,,
CE_0255,4,4,6,0,O,,,,,
CE_0255,4,5,7,0,O,,,,,
CE_0255,4,6,8,0,O,,,,,
CE_0255,5,1,391,255,O,,,,,
CE_0255,5,2,4,0,O,,,,,
CE_0255,5,3,5,0,O,,,,,
CE_0255,5,4,6,0,O,,,,,
CE_0255,5,5,7,0,O,,,,,
CE_0255,5,6,8,0,O,,,,,
CE_0258,3,1,3,258,O,,,,,
CE_0258,3,2,4,0,O,,,,,
CE_0258,3,3,5,0,O,,,,,
CE_0258,3,4,6,0,O,,,,,
CE_0258,3,5,7,0,O,,,,,
CE_0258,3,6,8,0,O,,,,,
CE_0258,4,1,3,258,O,,,,,
CE_0258,4,2,4,0,O,,,,,
CE_0258,4,3,5,0,O,,,,,
CE_0258,4,4,6,0,O,,,,,
CE_0258,4,5,7,0,O,,,,,
CE_0258,4,6,8,0,O,,,,,
CE_0258,5,1,391,258,O,,,,,
CE_0258,5,2,4,0,O,,,,,
CE_0258,5,3,5,0,O,,,,,
CE_0258,5,4,6,0,O,,,,,
CE_0258,5,5,7,0,O,,,,,
CE_0258,5,6,8,0,O,,,,,
CE_0259,3,1,3,259,O,,,,,
CE_0259,3,2,4,0,O,,,,,
CE_0259,3,3,5,0,O,,,,,
CE_0259,3,4,6,0,O,,,,,
CE_0259,3,5,7,0,O,,,,,
CE_0259,3,6,8,0,O,,,,,
CE_0259,4,1,3,259,O,,,,,
CE_0259,4,2,4,0,O,,,,,
CE_0259,4,3,5,0,O,,,,,
CE_0259,4,4,6,0,O,,,,,
CE_0259,4,5,7,0,O,,,,,
CE_0259,4,6,8,0,O,,,,,
CE_0259,5,1,391,259,O,,,,,
CE_0259,5,2,4,0,O,,,,,
CE_0259,5,3,5,0,O,,,,,
CE_0259,5,4,6,0,O,,,,,
CE_0259,5,5,7,0,O,,,,,
CE_0259,5,6,8,0,O,,,,,
CE_0262,3,1,3,262,O,,,,,
CE_0262,3,2,4,0,O,,,,,
CE_0262,3,3,5,0,O,,,,,
CE_0262,3,4,6,0,O,,,,,
CE_0262,3,5,7,0,O,,,,,
CE_0262,3,6,8,0,O,,,,,
CE_0263,3,1,3,263,O,,,,,
CE_0263,3,2,4,0,O,,,,,
CE_0263,3,3,5,0,O,,,,,
CE_0263,3,4,6,0,O,,,,,
CE_0263,3,5,7,0,O,,,,,
CE_0263,3,6,8,0,O,,,,,
CE_0264,5,1,391,264,O,,,,,
CE_0264,5,2,4,0,O,,,,,
CE_0264,5,3,5,0,O,,,,,
CE_0264,5,4,6,0,O,,,,,
CE_0264,5,5,7,0,O,,,,,
CE_0264,5,6,8,0,O,,,,,
CE_0265,3,1,3,265,O,,,,,
CE_0265,3,2,4,0,O,,,,,
CE_0265,3,3,5,0,O,,,,,
CE_0265,3,4,6,0,O,,,,,
CE_0265,3,5,7,0,O,,,,,
CE_0265,3,6,8,0,O,,,,,
CE_0265,4,1,3,265,O,,,,,
CE_0265,4,2,4,0,O,,,,,
CE_0265,4,3,5,0,O,,,,,
CE_0265,4,4,6,0,O,,,,,
CE_0265,4,5,7,0,O,,,,,
CE_0265,4,6,8,0,O,,,,,
CE_0265,5,1,391,265,O,,,,,
CE_0265,5,2,4,0,O,,,,,
CE_0265,5,3,5,0,O,,,,,
CE_0265,5,4,6,0,O,,,,,
CE_0265,5,5,7,0,O,,,,,
CE_0265,5,6,8,0,O,,,,,
CE_0276,3,1,3,276,O,,,,,
CE_0276,3,2,4,0,O,,,,,
CE_0276,3,3,5,0,O,,,,,
CE_0276,3,4,6,0,O,,,,,
CE_0276,3,5,7,0,O,,,,,
CE_0276,3,6,8,0,O,,,,,
CE_0276,4,1,3,276,O,,,,,
CE_0276,4,2,4,0,O,,,,,
CE_0276,4,3,5,0,O,,,,,
CE_0276,4,4,6,0,O,,,,,
CE_0276,4,5,7,0,O,,,,,
CE_0276,4,6,8,0,O,,,,,
CE_0276,5,1,391,276,O,,,,,
CE_0276,5,2,4,0,O,,,,,
CE_0276,5,3,5,0,O,,,,,
CE_0276,5,4,6,0,O,,,,,
CE_0276,5,5,7,0,O,,,,,
CE_0276,5,6,8,0,O,,,,,
CE_0277,3,1,3,277,O,,,,,
CE_0277,3,2,4,0,O,,,,,
CE_0277,3,3,5,0,O,,,,,
CE_0277,3,4,6,0,O,,,,,
CE_0277,3,5,7,0,O,,,,,
CE_0277,3,6,8,0,O,,,,,
CE_0277,4,1,3,277,O,,,,,
CE_0277,4,2,4,0,O,,,,,
CE_0277,4,3,5,0,O,,,,,
CE_0277,4,4,6,0,O,,,,,
CE_0277,4,5,7,0,O,,,,,
CE_0277,4,6,8,0,O,,,,,
CE_0277,5,1,391,277,O,,,,,
CE_0277,5,2,4,0,O,,,,,
CE_0277,5,3,5,0,O,,,,,
CE_0277,5,4,6,0,O,,,,,
CE_0277,5,5,7,0,O,,,,,
CE_0277,5,6,8,0,O,,,,,
CE_0278,3,1,3,278,O,,,,,
CE_0278,3,2,4,0,O,,,,,
CE_0278,3,3,5,0,O,,,,,
CE_0278,3,4,6,0,O,,,,,
CE_0278,3,5,7,0,O,,,,,
CE_0278,3,6,8,0,O,,,,,
CE_0278,4,1,3,278,O,,,,,
CE_0278,4,2,4,0,O,,,,,
CE_0278,4,3,5,0,O,,,,,
CE_0278,4,4,6,0,O,,,,,
CE_0278,4,5,7,0,O,,,,,
CE_0278,4,6,8,0,O,,,,,
CE_0278,5,1,391,278,O,,,,,
CE_0278,5,2,4,0,O,,,,,
CE_0278,5,3,5,0,O,,,,,
CE_0278,5,4,6,0,O,,,,,
CE_0278,5,5,7,0,O,,,,,
CE_0278,5,6,8,0,O,,,,,
CE_0280,3,1,3,280,O,,,,,
CE_0280,3,2,4,0,O,,,,,
CE_0280,3,3,5,0,O,,,,,
CE_0280,3,4,6,0,O,,,,,
CE_0280,3,5,7,0,O,,,,,
CE_0280,3,6,8,0,O,,,,,
CE_0280,4,1,3,280,O,,,,,
CE_0280,4,2,4,0,O,,,,,
CE_0280,4,3,5,0,O,,,,,
CE_0280,4,4,6,0,O,,,,,
CE_0280,4,5,7,0,O,,,,,
CE_0280,4,6,8,0,O,,,,,
CE_0280,5,1,391,280,O,,,,,
CE_0280,5,2,4,0,O,,,,,
CE_0280,5,3,5,0,O,,,,,
CE_0280,5,4,6,0,O,,,,,
CE_0280,5,5,7,0,O,,,,,
CE_0280,5,6,8,0,O,,,,,
CE_0281,3,1,3,281,O,,,,,
CE_0281,3,2,4,0,O,,,,,
CE_0281,3,3,5,0,O,,,,,
CE_0281,3,4,6,0,O,,,,,
CE_0281,3,5,7,0,O,,,,,
CE_0281,3,6,8,0,O,,,,,
CE_0281,4,1,3,281,O,,,,,
CE_0281,4,2,4,0,O,,,,,
CE_0281,4,3,5,0,O,,,,,
CE_0281,4,4,6,0,O,,,,,
CE_0281,4,5,7,0,O,,,,,
CE_0281,4,6,8,0,O,,,,,
CE_0281,5,1,391,281,O,,,,,
CE_0281,5,2,4,0,O,,,,,
CE_0281,5,3,5,0,O,,,,,
CE_0281,5,4,6,0,O,,,,,
CE_0281,5,5,7,0,O,,,,,
CE_0281,5,6,8,0,O,,,,,
CE_0282,3,1,3,282,O,,,,,
CE_0282,3,2,4,0,O,,,,,
CE_0282,3,3,5,0,O,,,,,
CE_0282,3,4,6,0,O,,,,,
CE_0282,3,5,7,0,O,,,,,
CE_0282,3,6,8,0,O,,,,,
CE_0282,4,1,3,282,O,,,,,
CE_0282,4,2,4,0,O,,,,,
CE_0282,4,3,5,0,O,,,,,
CE_0282,4,4,6,0,O,,,,,
CE_0282,4,5,7,0,O,,,,,
CE_0282,4,6,8,0,O,,,,,
CE_0282,5,1,391,282,O,,,,,
CE_0282,5,2,4,0,O,,,,,
CE_0282,5,3,5,0,O,,,,,
CE_0282,5,4,6,0,O,,,,,
CE_0282,5,5,7,0,O,,,,,
CE_0282,5,6,8,0,O,,,,,
CE_0283,3,1,3,283,O,,,,,
CE_0283,3,2,4,0,O,,,,,
CE_0283,3,3,5,0,O,,,,,
CE_0283,3,4,6,0,O,,,,,
CE_0283,3,5,7,0,O,,,,,
CE_0283,3,6,8,0,O,,,,,
CE_0283,4,1,3,283,O,,,,,
CE_0283,4,2,4,0,O,,,,,
CE_0283,4,3,5,0,O,,,,,
CE_0283,4,4,6,0,O,,,,,
CE_0283,4,5,7,0,O,,,,,
CE_0283,4,6,8,0,O,,,,,
CE_0283,5,1,391,283,O,,,,,
CE_0283,5,2,4,0,O,,,,,
CE_0283,5,3,5,0,O,,,,,
CE_0283,5,4,6,0,O,,,,,
CE_0283,5,5,7,0,O,,,,,
CE_0283,5,6,8,0,O,,,,,
CE_0284,3,1,3,284,O,,,,,
CE_0284,3,2,4,0,O,,,,,
CE_0284,3,3,5,0,O,,,,,
CE_0284,3,4,6,0,O,,,,,
CE_0284,3,5,7,0,O,,,,,
CE_0284,3,6,8,0,O,,,,,
CE_0284,4,1,3,284,O,,,,,
CE_0284,4,2,4,0,O,,,,,
CE_0284,4,3,5,0,O,,,,,
CE_0284,4,4,6,0,O,,,,,
CE_0284,4,5,7,0,O,,,,,
CE_0284,4,6,8,0,O,,,,,
CE_0284,5,1,391,284,O,,,,,
CE_0284,5,2,4,0,O,,,,,
CE_0284,5,3,5,0,O,,,,,
CE_0284,5,4,6,0,O,,,,,
CE_0284,5,5,7,0,O,,,,,
CE_0284,5,6,8,0,O,,,,,
CE_0285,3,1,3,285,O,,,,,
CE_0285,3,2,4,0,O,,,,,
CE_0285,3,3,5,0,O,,,,,
CE_0285,3,4,6,0,O,,,,,
CE_0285,3,5,7,0,O,,,,,
CE_0285,3,6,8,0,O,,,,,
CE_0285,4,1,3,285,O,,,,,
CE_0285,4,2,4,0,O,,,,,
CE_0285,4,3,5,0,O,,,,,
CE_0285,4,4,6,0,O,,,,,
CE_0285,4,5,7,0,O,,,,,
CE_0285,4,6,8,0,O,,,,,
CE_0285,5,1,391,285,O,,,,,
CE_0285,5,2,4,0,O,,,,,
CE_0285,5,3,5,0,O,,,,,
CE_0285,5,4,6,0,O,,,,,
CE_0285,5,5,7,0,O,,,,,
CE_0285,5,6,8,0,O,,,,,
