event_code,version_id,message_type,seq_no,seg_code,groupname,modification,repetitional,optional,status
I01,3,RQI,13,NK1,,O,TRUE,TRUE,
I01,3,RQI,16,[,GUARANTOR_INSURANCE,O,FALSE,FALSE,
I01,3,RQI,19,GT1,,O,TRUE,TRUE,
I01,3,RQI,22,{,INSURANCE,O,FALSE,FALSE,
I01,3,RQI,23,IN1,,O,FALSE,FALSE,
I01,3,RQI,25,IN2,,O,FALSE,TRUE,
I01,3,RQI,28,IN3,,O,FALSE,TRUE,
I01,3,RQI,30,},,O,FALSE,FALSE,
I01,3,RQI,31,],,O,FALSE,FALSE,
I01,3,RQI,34,NTE,,O,TRUE,TRUE,
I01,4,RPI,1,MSH,,O,FALSE,FALSE,
I01,4,RPI,2,MSA,,O,FALSE,FALSE,
I01,4,RPI,3,{,PROVIDER,O,FALSE,FALSE,
I01,4,RPI,4,PRD,,O,FALSE,FALSE,
I01,4,RPI,7,CTD,,O,TRUE,TRUE,
I01,4,RPI,10,},,O,FALSE,FALSE,
I01,4,RPI,11,PID,,O,FALSE,FALSE,
I01,4,RPI,14,NK1,,O,TRUE,TRUE,
I01,4,RPI,17,[,GUARANTOR_INSURANCE,O,FALSE,FALSE,
I01,4,RPI,20,GT1,,O,TRUE,TRUE,
I01,4,RPI,23,{,INSURANCE,O,FALSE,FALSE,
I01,4,RPI,24,IN1,,O,FALSE,FALSE,
I01,4,RPI,26,IN2,,O,FALSE,TRUE,
I01,4,RPI,29,IN3,,O,FALSE,TRUE,
I01,4,RPI,31,},,O,FALSE,FALSE,
I01,4,RPI,32,],,O,FALSE,FALSE,
I01,4,RPI,35,NTE,,O,TRUE,TRUE,
I01,4,RQI,1,MSH,,O,FALSE,FALSE,
I01,4,RQI,2,{,PROVIDER,O,FALSE,FALSE,
I01,4,RQI,3,PRD,,O,FALSE,FALSE,
I01,4,RQI,6,CTD,,O,TRUE,TRUE,
I01,4,RQI,9,},,O,FALSE,FALSE,
I01,4,RQI,10,PID,,O,FALSE,FALSE,
I01,4,RQI,13,NK1,,O,TRUE,TRUE,
I01,4,RQI,16,[,GUARANTOR_INSURANCE,O,FALSE,FALSE,
I01,4,RQI,19,GT1,,O,TRUE,TRUE,
I01,4,RQI,22,{,INSURANCE,O,FALSE,FALSE,
I01,4,RQI,23,IN1,,O,FALSE,FALSE,
I01,4,RQI,25,IN2,,O,FALSE,TRUE,
I01,4,RQI,28,IN3,,O,FALSE,TRUE,
I01,4,RQI,30,},,O,FALSE,FALSE,
I01,4,RQI,31,],,O,FALSE,FALSE,
I01,4,RQI,34,NTE,,O,TRUE,TRUE,
I02,3,RPL,1,MSH,,O,FALSE,FALSE,
I02,3,RPL,2,MSA,,O,FALSE,FALSE,
I02,3,RPL,3,{,PROVIDER,O,FALSE,FALSE,
I02,3,RPL,4,PRD,,O,FALSE,FALSE,
I02,3,RPL,7,CTD,,O,TRUE,TRUE,
I02,3,RPL,10,},,O,FALSE,FALSE,
I02,3,RPL,13,NTE,,O,TRUE,TRUE,
I02,3,RPL,18,DSP,,O,TRUE,TRUE,
I02,3,RPL,22,DSC,,O,FALSE,TRUE,
I02,3,RQI,1,MSH,,O,FALSE,FALSE,
I02,3,RQI,2,{,PROVIDER,O,FALSE,FALSE,
I02,3,RQI,3,PRD,,O,FALSE,FALSE,
I02,3,RQI,6,CTD,,O,TRUE,TRUE,
I02,3,RQI,9,},,O,FALSE,FALSE,
I02,3,RQI,10,PID,,O,FALSE,FALSE,
I02,3,RQI,13,NK1,,O,TRUE,TRUE,
I02,3,RQI,16,[,GUARANTOR_INSURANCE,O,FALSE,FALSE,
I02,3,RQI,19,GT1,,O,TRUE,TRUE,
I02,3,RQI,22,{,INSURANCE,O,FALSE,FALSE,
I02,3,RQI,23,IN1,,O,FALSE,FALSE,
I02,3,RQI,25,IN2,,O,FALSE,TRUE,
I02,3,RQI,28,IN3,,O,FALSE,TRUE,
I02,3,RQI,30,},,O,FALSE,FALSE,
I02,3,RQI,31,],,O,FALSE,FALSE,
I02,3,RQI,34,NTE,,O,TRUE,TRUE,
I02,4,RPL,1,MSH,,O,FALSE,FALSE,
I02,4,RPL,2,MSA,,O,FALSE,FALSE,
I02,4,RPL,3,{,PROVIDER,O,FALSE,FALSE,
I02,4,RPL,4,PRD,,O,FALSE,FALSE,
I02,4,RPL,7,CTD,,O,TRUE,TRUE,
I02,4,RPL,10,},,O,FALSE,FALSE,
I02,4,RPL,13,NTE,,O,TRUE,TRUE,
I02,4,RPL,18,DSP,,O,TRUE,TRUE,
I02,4,RPL,22,DSC,,O,FALSE,TRUE,
I02,4,RQI,1,MSH,,O,FALSE,FALSE,
I02,4,RQI,2,{,PROVIDER,O,FALSE,FALSE,
I02,4,RQI,3,PRD,,O,FALSE,FALSE,
I02,4,RQI,6,CTD,,O,TRUE,TRUE,
I02,4,RQI,9,},,O,FALSE,FALSE,
I02,4,RQI,10,PID,,O,FALSE,FALSE,
I02,4,RQI,13,NK1,,O,TRUE,TRUE,
I02,4,RQI,16,[,GUARANTOR_INSURANCE,O,FALSE,FALSE,
I02,4,RQI,19,GT1,,O,TRUE,TRUE,
I02,4,RQI,22,{,INSURANCE,O,FALSE,FALSE,
I02,4,RQI,23,IN1,,O,FALSE,FALSE,
I02,4,RQI,25,IN2,,O,FALSE,TRUE,
I02,4,RQI,28,IN3,,O,FALSE,TRUE,
I02,4,RQI,30,},,O,FALSE,FALSE,
I02,4,RQI,31,],,O,FALSE,FALSE,
I02,4,RQI,34,NTE,,O,TRUE,TRUE,
I03,3,RPR,1,MSH,,O,FALSE,FALSE,
I03,3,RPR,2,MSA,,O,FALSE,FALSE,
I03,3,RPR,3,{,PROVIDER,O,FALSE,FALSE,
I03,3,RPR,4,PRD,,O,FALSE,FALSE,
I03,3,RPR,7,CTD,,O,TRUE,TRUE,
I03,3,RPR,10,},,O,FALSE,FALSE,
I03,3,RPR,13,PID,,O,TRUE,TRUE,
I03,3,RPR,18,NTE,,O,TRUE,TRUE,
I03,3,RQI,1,MSH,,O,FALSE,FALSE,
I03,3,RQI,2,{,PROVIDER,O,FALSE,FALSE,
I03,3,RQI,3,PRD,,O,FALSE,FALSE,
I03,3,RQI,6,CTD,,O,TRUE,TRUE,
I03,3,RQI,9,},,O,FALSE,FALSE,
I03,3,RQI,10,PID,,O,FALSE,FALSE,
I03,3,RQI,13,NK1,,O,TRUE,TRUE,
I03,3,RQI,16,[,GUARANTOR_INSURANCE,O,FALSE,FALSE,
I03,3,RQI,19,GT1,,O,TRUE,TRUE,
I03,3,RQI,22,{,INSURANCE,O,FALSE,FALSE,
I03,3,RQI,23,IN1,,O,FALSE,FALSE,
I03,3,RQI,25,IN2,,O,FALSE,TRUE,
I03,3,RQI,28,IN3,,O,FALSE,TRUE,
I03,3,RQI,30,},,O,FALSE,FALSE,
I03,3,RQI,31,],,O,FALSE,FALSE,
I03,3,RQI,34,NTE,,O,TRUE,TRUE,
I03,4,RPR,1,MSH,,O,FALSE,FALSE,
I03,4,RPR,2,MSA,,O,FALSE,FALSE,
I03,4,RPR,3,{,PROVIDER,O,FALSE,FALSE,
I03,4,RPR,4,PRD,,O,FALSE,FALSE,
I03,4,RPR,7,CTD,,O,TRUE,TRUE,
I03,4,RPR,10,},,O,FALSE,FALSE,
I03,4,RPR,13,PID,,O,TRUE,TRUE,
I03,4,RPR,18,NTE,,O,TRUE,TRUE,
I03,4,RQI,1,MSH,,O,FALSE,FALSE,
I03,4,RQI,2,{,PROVIDER,O,FALSE,FALSE,
I03,4,RQI,3,PRD,,O,FALSE,FALSE,
I03,4,RQI,6,CTD,,O,TRUE,TRUE,
I03,4,RQI,9,},,O,FALSE,FALSE,
I03,4,RQI,10,PID,,O,FALSE,FALSE,
I03,4,RQI,13,NK1,,O,TRUE,TRUE,
I03,4,RQI,16,[,GUARANTOR_INSURANCE,O,FALSE,FALSE,
I03,4,RQI,19,GT1,,O,TRUE,TRUE,
I03,4,RQI,22,{,INSURANCE,O,FALSE,FALSE,
I03,4,RQI,23,IN1,,O,FALSE,FALSE,
I03,4,RQI,25,IN2,,O,FALSE,TRUE,
I03,4,RQI,28,IN3,,O,FALSE,TRUE,
I03,4,RQI,30,},,O,FALSE,FALSE,
I03,4,RQI,31,],,O,FALSE,FALSE,
I03,4,RQI,34,NTE,,O,TRUE,TRUE,
I04,3,RPI,1,MSH,,O,FALSE,FALSE,
I04,3,RPI,2,MSA,,O,FALSE,FALSE,
I04,3,RPI,3,{,PROVIDER,O,FALSE,FALSE,
I04,3,RPI,4,PRD,,O,FALSE,FALSE,
I04,3,RPI,7,CTD,,O,TRUE,TRUE,
I04,3,RPI,10,},,O,FALSE,FALSE,
I04,3,RPI,11,PID,,O,FALSE,FALSE,
I04,3,RPI,14,NK1,,O,TRUE,TRUE,
I04,3,RPI,17,[,GUARANTOR_INSURANCE,O,FALSE,FALSE,
I04,3,RPI,20,GT1,,O,TRUE,TRUE,
I04,3,RPI,23,{,INSURANCE,O,FALSE,FALSE,
I04,3,RPI,24,IN1,,O,FALSE,FALSE,
I04,3,RPI,26,IN2,,O,FALSE,TRUE,
I04,3,RPI,29,IN3,,O,FALSE,TRUE,
I04,3,RPI,31,},,O,FALSE,FALSE,
I04,3,RPI,32,],,O,FALSE,FALSE,
I04,3,RPI,35,NTE,,O,TRUE,TRUE,
I04,3,RQP,1,MSH,,O,FALSE,FALSE,
I04,3,RQP,2,{,PROVIDER,O,FALSE,FALSE,
I04,3,RQP,3,PRD,,O,FALSE,FALSE,
I04,3,RQP,6,CTD,,O,TRUE,TRUE,
I04,3,RQP,9,},,O,FALSE,FALSE,
I04,3,RQP,10,PID,,O,FALSE,FALSE,
I04,3,RQP,13,NK1,,O,TRUE,TRUE,
I04,3,RQP,18,GT1,,O,TRUE,TRUE,
I04,3,RQP,23,NTE,,O,TRUE,TRUE,
I04,4,RPI,1,MSH,,O,FALSE,FALSE,
I04,4,RPI,2,MSA,,O,FALSE,FALSE,
I04,4,RPI,3,{,PROVIDER,O,FALSE,FALSE,
I04,4,RPI,4,PRD,,O,FALSE,FALSE,
I04,4,RPI,7,CTD,,O,TRUE,TRUE,
I04,4,RPI,10,},,O,FALSE,FALSE,
I04,4,RPI,11,PID,,O,FALSE,FALSE,
I04,4,RPI,14,NK1,,O,TRUE,TRUE,
I04,4,RPI,17,[,GUARANTOR_INSURANCE,O,FALSE,FALSE,
I04,4,RPI,20,GT1,,O,TRUE,TRUE,
I04,4,RPI,23,{,INSURANCE,O,FALSE,FALSE,
I04,4,RPI,24,IN1,,O,FALSE,FALSE,
I04,4,RPI,26,IN2,,O,FALSE,TRUE,
I04,4,RPI,29,IN3,,O,FALSE,TRUE,
I04,4,RPI,31,},,O,FALSE,FALSE,
I04,4,RPI,32,],,O,FALSE,FALSE,
I04,4,RPI,35,NTE,,O,TRUE,TRUE,
I04,4,RQP,1,MSH,,O,FALSE,FALSE,
I04,4,RQP,2,{,PROVIDER,O,FALSE,FALSE,
I04,4,RQP,3,PRD,,O,FALSE,FALSE,
I04,4,RQP,6,CTD,,O,TRUE,TRUE,
I04,4,RQP,9,},,O,FALSE,FALSE,
I04,4,RQP,10,PID,,O,FALSE,FALSE,
I04,4,RQP,13,NK1,,O,TRUE,TRUE,
I04,4,RQP,18,GT1,,O,TRUE,TRUE,
I04,4,RQP,23,NTE,,O,TRUE,TRUE,
I05,3,RCI,1,MSH,,O,FALSE,FALSE,
I05,3,RCI,2,MSA,,O,FALSE,FALSE,
I05,3,RCI,3,QRD,,O,FALSE,FALSE,
I05,3,RCI,5,QRF,,O,FALSE,TRUE,
I05,3,RCI,7,{,PROVIDER,O,FALSE,FALSE,
I05,3,RCI,8,PRD,,O,FALSE,FALSE,
I05,3,RCI,11,CTD,,O,TRUE,TRUE,
I05,3,RCI,14,},,O,FALSE,FALSE,
I05,3,RCI,15,PID,,O,FALSE,FALSE,
I05,3,RCI,18,DG1,,O,TRUE,TRUE,
I05,3,RCI,23,DRG,,O,TRUE,TRUE,
I05,3,RCI,28,AL1,,O,TRUE,TRUE,
I05,3,RCI,31,[,OBSERVATION,O,FALSE,FALSE,
I05,3,RCI,32,{,,O,FALSE,FALSE,
I05,3,RCI,33,OBR,,O,FALSE,FALSE,
I05,3,RCI,36,NTE,,O,TRUE,TRUE,
I05,3,RCI,39,[,RESULTS,O,FALSE,FALSE,
I05,3,RCI,40,{,,O,FALSE,FALSE,
I05,3,RCI,41,OBX,,O,FALSE,FALSE,
I05,3,RCI,44,NTE,,O,TRUE,TRUE,
I05,3,RCI,47,},,O,FALSE,FALSE,
I05,3,RCI,48,],,O,FALSE,FALSE,
I05,3,RCI,49,},,O,FALSE,FALSE,
I05,3,RCI,50,],,O,FALSE,FALSE,
I05,3,RCI,53,NTE,,O,TRUE,TRUE,
I05,3,RQC,1,MSH,,O,FALSE,FALSE,
I05,3,RQC,2,QRD,,O,FALSE,FALSE,
I05,3,RQC,4,QRF,,O,FALSE,TRUE,
I05,3,RQC,6,{,PROVIDER,O,FALSE,FALSE,
I05,3,RQC,7,PRD,,O,FALSE,FALSE,
I05,3,RQC,10,CTD,,O,TRUE,TRUE,
I05,3,RQC,13,},,O,FALSE,FALSE,
I05,3,RQC,14,PID,,O,FALSE,FALSE,
I05,3,RQC,17,NK1,,O,TRUE,TRUE,
I05,3,RQC,22,GT1,,O,TRUE,TRUE,
I05,3,RQC,27,NTE,,O,TRUE,TRUE,
I05,4,RCI,1,MSH,,O,FALSE,FALSE,
I05,4,RCI,2,MSA,,O,FALSE,FALSE,
I05,4,RCI,3,QRD,,O,FALSE,FALSE,
I05,4,RCI,5,QRF,,O,FALSE,TRUE,
I05,4,RCI,7,{,PROVIDER,O,FALSE,FALSE,
I05,4,RCI,8,PRD,,O,FALSE,FALSE,
I05,4,RCI,11,CTD,,O,TRUE,TRUE,
I05,4,RCI,14,},,O,FALSE,FALSE,
I05,4,RCI,15,PID,,O,FALSE,FALSE,
I05,4,RCI,18,DG1,,O,TRUE,TRUE,
I05,4,RCI,23,DRG,,O,TRUE,TRUE,
I05,4,RCI,28,AL1,,O,TRUE,TRUE,
I05,4,RCI,31,[,OBSERVATION,O,FALSE,FALSE,
I05,4,RCI,32,{,,O,FALSE,FALSE,
I05,4,RCI,33,OBR,,O,FALSE,FALSE,
I05,4,RCI,36,NTE,,O,TRUE,TRUE,
I05,4,RCI,39,[,RESULTS,O,FALSE,FALSE,
I05,4,RCI,40,{,,O,FALSE,FALSE,
I05,4,RCI,41,OBX,,O,FALSE,FALSE,
I05,4,RCI,44,NTE,,O,TRUE,TRUE,
I05,4,RCI,47,},,O,FALSE,FALSE,
I05,4,RCI,48,],,O,FALSE,FALSE,
I05,4,RCI,49,},,O,FALSE,FALSE,
I05,4,RCI,50,],,O,FALSE,FALSE,
I05,4,RCI,53,NTE,,O,TRUE,TRUE,
I05,4,RQC,1,MSH,,O,FALSE,FALSE,
I05,4,RQC,2,QRD,,O,FALSE,FALSE,
I05,4,RQC,4,QRF,,O,FALSE,TRUE,
I05,4,RQC,6,{,PROVIDER,O,FALSE,FALSE,
I05,4,RQC,7,PRD,,O,FALSE,FALSE,
I05,4,RQC,10,CTD,,O,TRUE,TRUE,
I05,4,RQC,13,},,O,FALSE,FALSE,
I05,4,RQC,14,PID,,O,FALSE,FALSE,
I05,4,RQC,17,NK1,,O,TRUE,TRUE,
I05,4,RQC,22,GT1,,O,TRUE,TRUE,
I05,4,RQC,27,NTE,,O,TRUE,TRUE,
I06,3,RCL,1,MSH,,O,FALSE,FALSE,
I06,3,RCL,2,MSA,,O,FALSE,FALSE,
I06,3,RCL,3,QRD,,O,FALSE,FALSE,
I06,3,RCL,5,QRF,,O,FALSE,TRUE,
I06,3,RCL,7,{,PROVIDER,O,FALSE,FALSE,
I06,3,RCL,8,PRD,,O,FALSE,FALSE,
I06,3,RCL,11,CTD,,O,TRUE,TRUE,
I06,3,RCL,14,},,O,FALSE,FALSE,
I06,3,RCL,15,PID,,O,FALSE,FALSE,
I06,3,RCL,18,DG1,,O,TRUE,TRUE,
I06,3,RCL,23,DRG,,O,TRUE,TRUE,
I06,3,RCL,28,AL1,,O,TRUE,TRUE,
I06,3,RCL,33,NTE,,O,TRUE,TRUE,
I06,3,RCL,38,DSP,,O,TRUE,TRUE,
I06,3,RCL,42,DSC,,O,FALSE,TRUE,
I06,3,RQC,1,MSH,,O,FALSE,FALSE,
I06,3,RQC,2,QRD,,O,FALSE,FALSE,
I06,3,RQC,4,QRF,,O,FALSE,TRUE,
I06,3,RQC,6,{,PROVIDER,O,FALSE,FALSE,
I06,3,RQC,7,PRD,,O,FALSE,FALSE,
I06,3,RQC,10,CTD,,O,TRUE,TRUE,
I06,3,RQC,13,},,O,FALSE,FALSE,
I06,3,RQC,14,PID,,O,FALSE,FALSE,
I06,3,RQC,17,NK1,,O,TRUE,TRUE,
I06,3,RQC,21,GT1,,O,FALSE,TRUE,
I06,3,RQC,25,NTE,,O,TRUE,TRUE,
I06,4,RCL,1,MSH,,O,FALSE,FALSE,
I06,4,RCL,2,MSA,,O,FALSE,FALSE,
I06,4,RCL,3,QRD,,O,FALSE,FALSE,
I06,4,RCL,5,QRF,,O,FALSE,TRUE,
I06,4,RCL,7,{,PROVIDER,O,FALSE,FALSE,
I06,4,RCL,8,PRD,,O,FALSE,FALSE,
I06,4,RCL,11,CTD,,O,TRUE,TRUE,
I06,4,RCL,14,},,O,FALSE,FALSE,
I06,4,RCL,15,PID,,O,FALSE,FALSE,
I06,4,RCL,18,DG1,,O,TRUE,TRUE,
I06,4,RCL,23,DRG,,O,TRUE,TRUE,
I06,4,RCL,28,AL1,,O,TRUE,TRUE,
I06,4,RCL,33,NTE,,O,TRUE,TRUE,
I06,4,RCL,38,DSP,,O,TRUE,TRUE,
I06,4,RCL,42,DSC,,O,FALSE,TRUE,
I06,4,RQC,1,MSH,,O,FALSE,FALSE,
I06,4,RQC,2,QRD,,O,FALSE,FALSE,
I06,4,RQC,4,QRF,,O,FALSE,TRUE,
I06,4,RQC,6,{,PROVIDER,O,FALSE,FALSE,
I06,4,RQC,7,PRD,,O,FALSE,FALSE,
I06,4,RQC,10,CTD,,O,TRUE,TRUE,
I06,4,RQC,13,},,O,FALSE,FALSE,
I06,4,RQC,14,PID,,O,FALSE,FALSE,
I06,4,RQC,17,NK1,,O,TRUE,TRUE,
I06,4,RQC,21,GT1,,O,FALSE,TRUE,
I06,4,RQC,25,NTE,,O,TRUE,TRUE,
I07,3,ACK,1,MSH,,O,FALSE,FALSE,
I07,3,ACK,2,MSA,,O,FALSE,FALSE,
I07,3,ACK,4,ERR,,O,FALSE,TRUE,
I07,3,PIN,1,MSH,,O,FALSE,FALSE,
I07,3,PIN,2,{,PROVIDER,O,FALSE,FALSE,
I07,3,PIN,3,PRD,,O,FALSE,FALSE,
I07,3,PIN,6,CTD,,O,TRUE,TRUE,
I07,3,PIN,9,},,O,FALSE,FALSE,
I07,3,PIN,10,PID,,O,FALSE,FALSE,
I07,3,PIN,13,NK1,,O,TRUE,TRUE,
I07,3,PIN,16,[,GUARANTOR_INSURANCE,O,FALSE,FALSE,
I07,3,PIN,19,GT1,,O,TRUE,TRUE,
I07,3,PIN,22,{,INSURANCE,O,FALSE,FALSE,
I07,3,PIN,23,IN1,,O,FALSE,FALSE,
I07,3,PIN,25,IN2,,O,FALSE,TRUE,
I07,3,PIN,28,IN3,,O,FALSE,TRUE,
I07,3,PIN,30,},,O,FALSE,FALSE,
I07,3,PIN,31,],,O,FALSE,FALSE,
I07,3,PIN,34,NTE,,O,TRUE,TRUE,
I07,4,ACK,1,MSH,,O,FALSE,FALSE,
I07,4,ACK,2,MSA,,O,FALSE,FALSE,
I07,4,ACK,4,ERR,,O,FALSE,TRUE,
I07,4,PIN,1,MSH,,O,FALSE,FALSE,
I07,4,PIN,2,{,PROVIDER,O,FALSE,FALSE,
I07,4,PIN,3,PRD,,O,FALSE,FALSE,
I07,4,PIN,6,CTD,,O,TRUE,TRUE,
I07,4,PIN,9,},,O,FALSE,FALSE,
I07,4,PIN,10,PID,,O,FALSE,FALSE,
I07,4,PIN,13,NK1,,O,TRUE,TRUE,
I07,4,PIN,16,[,GUARANTOR_INSURANCE,O,FALSE,FALSE,
I07,4,PIN,19,GT1,,O,TRUE,TRUE,
I07,4,PIN,22,{,INSURANCE,O,FALSE,FALSE,
I07,4,PIN,23,IN1,,O,FALSE,FALSE,
I07,4,PIN,25,IN2,,O,FALSE,TRUE,
I07,4,PIN,28,IN3,,O,FALSE,TRUE,
I07,4,PIN,30,},,O,FALSE,FALSE,
I07,4,PIN,31,],,O,FALSE,FALSE,
I07,4,PIN,34,NTE,,O,TRUE,TRUE,
I08,3,RPA,1,MSH,,O,FALSE,FALSE,
I08,3,RPA,2,MSA,,O,FALSE,FALSE,
I08,3,RPA,4,RF1,,O,FALSE,TRUE,
I08,3,RPA,6,[,AUTHORIZATION,O,FALSE,FALSE,
I08,3,RPA,7,AUT,,O,FALSE,FALSE,
I08,3,RPA,9,CTD,,O,FALSE,TRUE,
I08,3,RPA,11,],,O,FALSE,FALSE,
I08,3,RPA,12,{,PROVIDER,O,FALSE,FALSE,
I08,3,RPA,13,PRD,,O,FALSE,FALSE,
I08,3,RPA,16,CTD,,O,TRUE,TRUE,
I08,3,RPA,19,},,O,FALSE,FALSE,
I08,3,RPA,20,PID,,O,FALSE,FALSE,
I08,3,RPA,23,NK1,,O,TRUE,TRUE,
I08,3,RPA,28,GT1,,O,TRUE,TRUE,
I08,3,RPA,31,[,INSURANCE,O,FALSE,FALSE,
I08,3,RPA,32,{,,O,FALSE,FALSE,
I08,3,RPA,33,IN1,,O,FALSE,FALSE,
I08,3,RPA,35,IN2,,O,FALSE,TRUE,
I08,3,RPA,38,IN3,,O,FALSE,TRUE,
I08,3,RPA,40,},,O,FALSE,FALSE,
I08,3,RPA,41,],,O,FALSE,FALSE,
I08,3,RPA,43,ACC,,O,FALSE,TRUE,
I08,3,RPA,47,DG1,,O,TRUE,TRUE,
I08,3,RPA,52,DRG,,O,TRUE,TRUE,
I08,3,RPA,57,AL1,,O,TRUE,TRUE,
I08,3,RPA,60,{,PROCEDURE,O,FALSE,FALSE,
I08,3,RPA,61,PR1,,O,FALSE,FALSE,
I08,3,RPA,62,[,AUTHORIZATION,O,FALSE,FALSE,
I08,3,RPA,63,AUT,,O,FALSE,FALSE,
I08,3,RPA,65,CTD,,O,FALSE,TRUE,
I08,3,RPA,67,],,O,FALSE,FALSE,
I08,3,RPA,68,},,O,FALSE,FALSE,
I08,3,RPA,69,[,OBSERVATION,O,FALSE,FALSE,
I08,3,RPA,70,{,,O,FALSE,FALSE,
I08,3,RPA,71,OBR,,O,FALSE,FALSE,
I08,3,RPA,74,NTE,,O,TRUE,TRUE,
I08,3,RPA,77,[,RESULTS,O,FALSE,FALSE,
I08,3,RPA,78,{,,O,FALSE,FALSE,
I08,3,RPA,79,OBX,,O,FALSE,FALSE,
I08,3,RPA,82,NTE,,O,TRUE,TRUE,
I08,3,RPA,85,},,O,FALSE,FALSE,
I08,3,RPA,86,],,O,FALSE,FALSE,
I08,3,RPA,87,},,O,FALSE,FALSE,
I08,3,RPA,88,],,O,FALSE,FALSE,
I08,3,RPA,89,[,VISIT,O,FALSE,FALSE,
I08,3,RPA,90,PV1,,O,FALSE,FALSE,
I08,3,RPA,92,PV2,,O,FALSE,TRUE,
I08,3,RPA,96,NTE,,O,TRUE,TRUE,
I08,3,RPA,99,],,O,FALSE,FALSE,
I08,3,RQA,1,MSH,,O,FALSE,FALSE,
I08,3,RQA,3,RF1,,O,FALSE,TRUE,
I08,3,RQA,5,[,AUTHORIZATION,O,FALSE,FALSE,
I08,3,RQA,6,AUT,,O,FALSE,FALSE,
I08,3,RQA,8,CTD,,O,FALSE,TRUE,
I08,3,RQA,10,],,O,FALSE,FALSE,
I08,3,RQA,11,{,PROVIDER,O,FALSE,FALSE,
I08,3,RQA,12,PRD,,O,FALSE,FALSE,
I08,3,RQA,15,CTD,,O,TRUE,TRUE,
I08,3,RQA,18,},,O,FALSE,FALSE,
I08,3,RQA,19,PID,,O,FALSE,FALSE,
I08,3,RQA,22,NK1,,O,TRUE,TRUE,
I08,3,RQA,25,[,GUARANTOR_INSURANCE,O,FALSE,FALSE,
I08,3,RQA,28,GT1,,O,TRUE,TRUE,
I08,3,RQA,31,{,INSURANCE,O,FALSE,FALSE,
I08,3,RQA,32,IN1,,O,FALSE,FALSE,
I08,3,RQA,34,IN2,,O,FALSE,TRUE,
I08,3,RQA,37,IN3,,O,FALSE,TRUE,
I08,3,RQA,39,},,O,FALSE,FALSE,
I08,3,RQA,40,],,O,FALSE,FALSE,
I08,3,RQA,42,ACC,,O,FALSE,TRUE,
I08,3,RQA,46,DG1,,O,TRUE,TRUE,
I08,3,RQA,51,DRG,,O,TRUE,TRUE,
I08,3,RQA,56,AL1,,O,TRUE,TRUE,
I08,3,RQA,59,[,PROCEDURE,O,FALSE,FALSE,
I08,3,RQA,60,{,,O,FALSE,FALSE,
I08,3,RQA,61,PR1,,O,FALSE,FALSE,
I08,3,RQA,62,[,AUTHORIZATION,O,FALSE,FALSE,
I08,3,RQA,63,AUT,,O,FALSE,FALSE,
I08,3,RQA,65,CTD,,O,FALSE,TRUE,
I08,3,RQA,67,],,O,FALSE,FALSE,
I08,3,RQA,68,},,O,FALSE,FALSE,
I08,3,RQA,69,],,O,FALSE,FALSE,
I08,3,RQA,70,[,OBSERVATION,O,FALSE,FALSE,
I08,3,RQA,71,{,,O,FALSE,FALSE,
I08,3,RQA,72,OBR,,O,FALSE,FALSE,
I08,3,RQA,75,NTE,,O,TRUE,TRUE,
I08,3,RQA,78,[,RESULTS,O,FALSE,FALSE,
I08,3,RQA,79,{,,O,FALSE,FALSE,
I08,3,RQA,80,OBX,,O,FALSE,FALSE,
I08,3,RQA,83,NTE,,O,TRUE,TRUE,
I08,3,RQA,86,},,O,FALSE,FALSE,
I08,3,RQA,87,],,O,FALSE,FALSE,
I08,3,RQA,88,},,O,FALSE,FALSE,
I08,3,RQA,89,],,O,FALSE,FALSE,
I08,3,RQA,90,[,VISIT,O,FALSE,FALSE,
I08,3,RQA,91,PV1,,O,FALSE,FALSE,
I08,3,RQA,93,PV2,,O,FALSE,TRUE,
I08,3,RQA,95,],,O,FALSE,FALSE,
I08,3,RQA,98,NTE,,O,TRUE,TRUE,
I09,3,RPA,1,MSH,,O,FALSE,FALSE,
I09,3,RPA,2,MSA,,O,FALSE,FALSE,
I09,3,RPA,4,RF1,,O,FALSE,TRUE,
I09,3,RPA,6,[,AUTHORIZATION,O,FALSE,FALSE,
I09,3,RPA,7,AUT,,O,FALSE,FALSE,
I09,3,RPA,9,CTD,,O,FALSE,TRUE,
I09,3,RPA,11,],,O,FALSE,FALSE,
I09,3,RPA,12,{,PROVIDER,O,FALSE,FALSE,
I09,3,RPA,13,PRD,,O,FALSE,FALSE,
I09,3,RPA,16,CTD,,O,TRUE,TRUE,
I09,3,RPA,19,},,O,FALSE,FALSE,
I09,3,RPA,20,PID,,O,FALSE,FALSE,
I09,3,RPA,23,NK1,,O,TRUE,TRUE,
I09,3,RPA,28,GT1,,O,TRUE,TRUE,
I09,3,RPA,31,[,INSURANCE,O,FALSE,FALSE,
I09,3,RPA,32,{,,O,FALSE,FALSE,
I09,3,RPA,33,IN1,,O,FALSE,FALSE,
I09,3,RPA,35,IN2,,O,FALSE,TRUE,
I09,3,RPA,38,IN3,,O,FALSE,TRUE,
I09,3,RPA,40,},,O,FALSE,FALSE,
I09,3,RPA,41,],,O,FALSE,FALSE,
I09,3,RPA,43,ACC,,O,FALSE,TRUE,
I09,3,RPA,47,DG1,,O,TRUE,TRUE,
I09,3,RPA,52,DRG,,O,TRUE,TRUE,
